district,division,month,month_name,total_area_km2,water_area_km2,water_fraction,year,water_area_calibrated_km2,season
Cox's Bazar,Chittagong,3,March,2206.6,29.88,0.013542,2020,69.1,Pre-Monsoon (Mar-May)
Dhaka,Dhaka,3,March,1611.18,58.58,0.036356,2020,135.6,Pre-Monsoon (Mar-May)
Dinajpur,Rangpur,3,March,3829.09,7.42,0.001937,2020,17.2,Pre-Monsoon (Mar-May)
Faridpur,Dhaka,3,March,2227.54,86.18,0.038687,2020,199.4,Pre-Monsoon (Mar-May)
Feni,Chittagong,3,March,960.78,4.73,0.00492,2020,10.9,Pre-Monsoon (Mar-May)
Gaibandha,Rangpur,3,March,2410.25,196.9,0.081694,2020,455.7,Pre-Monsoon (Mar-May)
Gazipur,Dhaka,3,March,1940.74,14.58,0.007513,2020,33.7,Pre-Monsoon (Mar-May)
Gopalganj,Dhaka,3,March,1602.77,10.51,0.006556,2020,24.3,Pre-Monsoon (Mar-May)
Habiganj,Sylhet,3,March,2857.81,10.71,0.003749,2020,24.8,Pre-Monsoon (Mar-May)
Jamalpur,Dhaka,3,March,2272.36,90.92,0.040012,2020,210.4,Pre-Monsoon (Mar-May)
Jessore,Khulna,3,March,2784.67,56.54,0.020302,2020,130.8,Pre-Monsoon (Mar-May)
Jhalokati,Barisal,3,March,807.93,31.22,0.03864,2020,72.2,Pre-Monsoon (Mar-May)
Jhenaidah,Khulna,3,March,2143.59,10.86,0.005068,2020,25.1,Pre-Monsoon (Mar-May)
Joypurhat,Rajshahi,3,March,1081.54,0.69,0.000638,2020,1.6,Pre-Monsoon (Mar-May)
Khagrachhari,Chittagong,3,March,3108.48,0.2,6.4e-05,2020,0.5,Pre-Monsoon (Mar-May)
Khulna,Khulna,3,March,3868.06,258.27,0.066769,2020,597.7,Pre-Monsoon (Mar-May)
Kishoreganj,Dhaka,3,March,2821.62,72.82,0.025806,2020,168.5,Pre-Monsoon (Mar-May)
Kurigram,Rangpur,3,March,2481.86,319.31,0.128658,2020,738.9,Pre-Monsoon (Mar-May)
Kushtia,Khulna,3,March,1830.28,88.33,0.048258,2020,204.4,Pre-Monsoon (Mar-May)
Lakshmipur,Chittagong,3,March,1573.07,291.4,0.185241,2020,674.4,Pre-Monsoon (Mar-May)
Lalmonirhat,Rangpur,3,March,1381.75,11.74,0.008496,2020,27.2,Pre-Monsoon (Mar-May)
Madaripur,Dhaka,3,March,1257.23,65.2,0.051859,2020,150.9,Pre-Monsoon (Mar-May)
Magura,Khulna,3,March,1143.98,10.36,0.009054,2020,24.0,Pre-Monsoon (Mar-May)
Manikganj,Dhaka,3,March,1531.92,159.72,0.104258,2020,369.6,Pre-Monsoon (Mar-May)
Maulvibazar,Sylhet,3,March,2819.05,32.68,0.011591,2020,75.6,Pre-Monsoon (Mar-May)
Meherpur,Khulna,3,March,732.79,2.28,0.003107,2020,5.3,Pre-Monsoon (Mar-May)
Munshiganj,Dhaka,3,March,1036.66,71.51,0.068977,2020,165.5,Pre-Monsoon (Mar-May)
Mymensingh,Dhaka,3,March,4784.19,26.78,0.005597,2020,62.0,Pre-Monsoon (Mar-May)
Naogaon,Rajshahi,3,March,3824.58,13.67,0.003575,2020,31.6,Pre-Monsoon (Mar-May)
Narail,Khulna,3,March,1072.86,24.86,0.02317,2020,57.5,Pre-Monsoon (Mar-May)
Narayanganj,Dhaka,3,March,832.16,39.12,0.047014,2020,90.5,Pre-Monsoon (Mar-May)
Narsingdi,Dhaka,3,March,1281.34,52.37,0.040868,2020,121.2,Pre-Monsoon (Mar-May)
Natore,Rajshahi,3,March,2101.7,19.72,0.009385,2020,45.6,Pre-Monsoon (Mar-May)
Nawabganj,Rajshahi,3,March,1804.38,59.32,0.032874,2020,137.3,Pre-Monsoon (Mar-May)
Netrakona,Dhaka,3,March,3089.39,17.0,0.005503,2020,39.3,Pre-Monsoon (Mar-May)
Nilphamari,Rangpur,3,March,1836.84,6.79,0.003696,2020,15.7,Pre-Monsoon (Mar-May)
Noakhali,Chittagong,3,March,2642.03,143.21,0.054203,2020,331.4,Pre-Monsoon (Mar-May)
Pabna,Rajshahi,3,March,2634.14,89.71,0.034058,2020,207.6,Pre-Monsoon (Mar-May)
Panchagarh,Rangpur,3,March,1548.93,4.0,0.002582,2020,9.3,Pre-Monsoon (Mar-May)
Patuakhali,Barisal,3,March,2730.09,209.19,0.076624,2020,484.1,Pre-Monsoon (Mar-May)
Pirojpur,Barisal,3,March,1365.69,87.43,0.064018,2020,202.3,Pre-Monsoon (Mar-May)
Rajbari,Dhaka,3,March,1249.73,103.24,0.082608,2020,238.9,Pre-Monsoon (Mar-May)
Rajshahi,Rajshahi,3,March,2664.72,113.68,0.04266,2020,263.1,Pre-Monsoon (Mar-May)
Rangamati,Chittagong,3,March,6226.79,269.23,0.043238,2020,623.0,Pre-Monsoon (Mar-May)
Rangpur,Rangpur,3,March,2572.65,7.4,0.002877,2020,17.1,Pre-Monsoon (Mar-May)
Satkhira,Khulna,3,March,3543.74,343.01,0.096792,2020,793.8,Pre-Monsoon (Mar-May)
Shariatpur,Dhaka,3,March,1362.06,131.04,0.096204,2020,303.3,Pre-Monsoon (Mar-May)
Sherpur,Dhaka,3,March,1455.19,2.08,0.001427,2020,4.8,Pre-Monsoon (Mar-May)
Sirajganj,Rajshahi,3,March,2755.65,277.21,0.100597,2020,641.5,Pre-Monsoon (Mar-May)
Sunamganj,Sylhet,3,March,4043.04,83.97,0.020769,2020,194.3,Pre-Monsoon (Mar-May)
Sylhet,Sylhet,3,March,3847.75,34.22,0.008893,2020,79.2,Pre-Monsoon (Mar-May)
Tangail,Dhaka,3,March,3707.07,81.51,0.021989,2020,188.6,Pre-Monsoon (Mar-May)
Thakurgaon,Rangpur,3,March,2008.93,1.21,0.000603,2020,2.8,Pre-Monsoon (Mar-May)
Bagerhat,Khulna,4,April,3965.62,211.8,0.053408,2020,490.1,Pre-Monsoon (Mar-May)
Bandarban,Chittagong,4,April,5000.66,0.75,0.00015,2020,1.7,Pre-Monsoon (Mar-May)
Barguna,Barisal,4,April,1547.28,149.07,0.096341,2020,345.0,Pre-Monsoon (Mar-May)
Barisal,Barisal,4,April,2767.25,425.35,0.15371,2020,984.3,Pre-Monsoon (Mar-May)
Bhola,Barisal,4,April,2471.69,660.86,0.267372,2020,1529.3,Pre-Monsoon (Mar-May)
Bogra,Rajshahi,4,April,3233.63,132.36,0.040932,2020,306.3,Pre-Monsoon (Mar-May)
Brahamanbaria,Chittagong,4,April,2104.07,45.94,0.021833,2020,106.3,Pre-Monsoon (Mar-May)
Chandpur,Chittagong,4,April,1864.17,252.85,0.135639,2020,585.1,Pre-Monsoon (Mar-May)
Chittagong,Chittagong,4,April,4736.75,79.28,0.016738,2020,183.5,Pre-Monsoon (Mar-May)
Chuadanga,Khulna,4,April,1233.0,5.56,0.004506,2020,12.9,Pre-Monsoon (Mar-May)
Comilla,Chittagong,4,April,3351.85,25.27,0.007539,2020,58.5,Pre-Monsoon (Mar-May)
Cox's Bazar,Chittagong,4,April,2206.6,29.06,0.013171,2020,67.3,Pre-Monsoon (Mar-May)
Dhaka,Dhaka,4,April,1611.18,60.5,0.037548,2020,140.0,Pre-Monsoon (Mar-May)
Dinajpur,Rangpur,4,April,3829.09,6.88,0.001797,2020,15.9,Pre-Monsoon (Mar-May)
Faridpur,Dhaka,4,April,2227.54,91.23,0.040956,2020,211.1,Pre-Monsoon (Mar-May)
Feni,Chittagong,4,April,960.78,3.77,0.003919,2020,8.7,Pre-Monsoon (Mar-May)
Gaibandha,Rangpur,4,April,2410.25,177.11,0.073482,2020,409.9,Pre-Monsoon (Mar-May)
Gazipur,Dhaka,4,April,1940.74,9.18,0.004731,2020,21.2,Pre-Monsoon (Mar-May)
Gopalganj,Dhaka,4,April,1602.77,10.38,0.006474,2020,24.0,Pre-Monsoon (Mar-May)
Habiganj,Sylhet,4,April,2857.81,8.23,0.002881,2020,19.0,Pre-Monsoon (Mar-May)
Jamalpur,Dhaka,4,April,2272.36,79.65,0.035054,2020,184.3,Pre-Monsoon (Mar-May)
Jessore,Khulna,4,April,2784.67,52.25,0.018763,2020,120.9,Pre-Monsoon (Mar-May)
Jhalokati,Barisal,4,April,807.93,30.79,0.038105,2020,71.3,Pre-Monsoon (Mar-May)
Jhenaidah,Khulna,4,April,2143.59,10.91,0.00509,2020,25.2,Pre-Monsoon (Mar-May)
Joypurhat,Rajshahi,4,April,1081.54,0.57,0.000527,2020,1.3,Pre-Monsoon (Mar-May)
Khagrachhari,Chittagong,4,April,3108.48,0.11,3.5e-05,2020,0.3,Pre-Monsoon (Mar-May)
Khulna,Khulna,4,April,3868.06,314.06,0.081192,2020,726.8,Pre-Monsoon (Mar-May)
Kishoreganj,Dhaka,4,April,2821.62,69.64,0.024682,2020,161.2,Pre-Monsoon (Mar-May)
Kurigram,Rangpur,4,April,2481.86,293.17,0.118127,2020,678.4,Pre-Monsoon (Mar-May)
Kushtia,Khulna,4,April,1830.28,97.87,0.05347,2020,226.5,Pre-Monsoon (Mar-May)
Lakshmipur,Chittagong,4,April,1573.07,290.11,0.184426,2020,671.4,Pre-Monsoon (Mar-May)
Lalmonirhat,Rangpur,4,April,1381.75,15.81,0.01144,2020,36.6,Pre-Monsoon (Mar-May)
Madaripur,Dhaka,4,April,1257.23,66.07,0.052552,2020,152.9,Pre-Monsoon (Mar-May)
Magura,Khulna,4,April,1143.98,11.99,0.010479,2020,27.7,Pre-Monsoon (Mar-May)
Manikganj,Dhaka,4,April,1531.92,163.65,0.106824,2020,378.7,Pre-Monsoon (Mar-May)
Maulvibazar,Sylhet,4,April,2819.05,30.62,0.010862,2020,70.9,Pre-Monsoon (Mar-May)
Meherpur,Khulna,4,April,732.79,2.04,0.002787,2020,4.7,Pre-Monsoon (Mar-May)
Munshiganj,Dhaka,4,April,1036.66,73.42,0.070825,2020,169.9,Pre-Monsoon (Mar-May)
Mymensingh,Dhaka,4,April,4784.19,22.84,0.004773,2020,52.9,Pre-Monsoon (Mar-May)
Naogaon,Rajshahi,4,April,3824.58,9.39,0.002456,2020,21.7,Pre-Monsoon (Mar-May)
Narail,Khulna,4,April,1072.86,25.07,0.023364,2020,58.0,Pre-Monsoon (Mar-May)
Narayanganj,Dhaka,4,April,832.16,37.57,0.045152,2020,86.9,Pre-Monsoon (Mar-May)
Narsingdi,Dhaka,4,April,1281.34,51.22,0.039973,2020,118.5,Pre-Monsoon (Mar-May)
Natore,Rajshahi,4,April,2101.7,20.65,0.009826,2020,47.8,Pre-Monsoon (Mar-May)
Nawabganj,Rajshahi,4,April,1804.38,61.66,0.034171,2020,142.7,Pre-Monsoon (Mar-May)
Netrakona,Dhaka,4,April,3089.39,15.59,0.005045,2020,36.1,Pre-Monsoon (Mar-May)
Nilphamari,Rangpur,4,April,1836.84,11.0,0.00599,2020,25.5,Pre-Monsoon (Mar-May)
Noakhali,Chittagong,4,April,2642.03,137.9,0.052194,2020,319.1,Pre-Monsoon (Mar-May)
Pabna,Rajshahi,4,April,2634.14,92.83,0.03524,2020,214.8,Pre-Monsoon (Mar-May)
Panchagarh,Rangpur,4,April,1548.93,3.81,0.00246,2020,8.8,Pre-Monsoon (Mar-May)
Patuakhali,Barisal,4,April,2730.09,207.01,0.075827,2020,479.1,Pre-Monsoon (Mar-May)
Pirojpur,Barisal,4,April,1365.69,88.55,0.064837,2020,204.9,Pre-Monsoon (Mar-May)
Rajbari,Dhaka,4,April,1249.73,110.05,0.088061,2020,254.7,Pre-Monsoon (Mar-May)
Rajshahi,Rajshahi,4,April,2664.72,120.86,0.045357,2020,279.7,Pre-Monsoon (Mar-May)
Rangamati,Chittagong,4,April,6226.79,219.94,0.035321,2020,509.0,Pre-Monsoon (Mar-May)
Rangpur,Rangpur,4,April,2572.65,7.28,0.002831,2020,16.8,Pre-Monsoon (Mar-May)
Satkhira,Khulna,4,April,3543.74,431.77,0.12184,2020,999.2,Pre-Monsoon (Mar-May)
Shariatpur,Dhaka,4,April,1362.06,139.33,0.102294,2020,322.4,Pre-Monsoon (Mar-May)
Sherpur,Dhaka,4,April,1455.19,1.36,0.000937,2020,3.1,Pre-Monsoon (Mar-May)
Sirajganj,Rajshahi,4,April,2755.65,276.33,0.100279,2020,639.5,Pre-Monsoon (Mar-May)
Sunamganj,Sylhet,4,April,4043.04,82.54,0.020414,2020,191.0,Pre-Monsoon (Mar-May)
Sylhet,Sylhet,4,April,3847.75,28.45,0.007394,2020,65.8,Pre-Monsoon (Mar-May)
Tangail,Dhaka,4,April,3707.07,78.14,0.02108,2020,180.8,Pre-Monsoon (Mar-May)
Thakurgaon,Rangpur,4,April,2008.93,1.0,0.000497,2020,2.3,Pre-Monsoon (Mar-May)
Bagerhat,Khulna,5,May,3965.62,234.38,0.059104,2020,542.4,Pre-Monsoon (Mar-May)
Bandarban,Chittagong,5,May,5000.66,0.73,0.000146,2020,1.7,Pre-Monsoon (Mar-May)
Barguna,Barisal,5,May,1547.28,154.42,0.0998,2020,357.4,Pre-Monsoon (Mar-May)
Barisal,Barisal,5,May,2767.25,394.33,0.1425,2020,912.6,Pre-Monsoon (Mar-May)
Bhola,Barisal,5,May,2471.69,659.2,0.266701,2020,1525.5,Pre-Monsoon (Mar-May)
Bogra,Rajshahi,5,May,3233.63,144.72,0.044756,2020,334.9,Pre-Monsoon (Mar-May)
Brahamanbaria,Chittagong,5,May,2104.07,71.65,0.034053,2020,165.8,Pre-Monsoon (Mar-May)
Chandpur,Chittagong,5,May,1864.17,252.45,0.135424,2020,584.2,Pre-Monsoon (Mar-May)
Chittagong,Chittagong,5,May,4736.75,87.93,0.018564,2020,203.5,Pre-Monsoon (Mar-May)
Chuadanga,Khulna,5,May,1233.0,5.49,0.004449,2020,12.7,Pre-Monsoon (Mar-May)
Comilla,Chittagong,5,May,3351.85,29.63,0.00884,2020,68.6,Pre-Monsoon (Mar-May)
Cox's Bazar,Chittagong,5,May,2206.6,42.81,0.019403,2020,99.1,Pre-Monsoon (Mar-May)
Dhaka,Dhaka,5,May,1611.18,57.65,0.035784,2020,133.4,Pre-Monsoon (Mar-May)
Dinajpur,Rangpur,5,May,3829.09,5.75,0.001501,2020,13.3,Pre-Monsoon (Mar-May)
Faridpur,Dhaka,5,May,2227.54,92.57,0.041558,2020,214.2,Pre-Monsoon (Mar-May)
Feni,Chittagong,5,May,960.78,2.37,0.002462,2020,5.5,Pre-Monsoon (Mar-May)
Gaibandha,Rangpur,5,May,2410.25,196.74,0.081625,2020,455.3,Pre-Monsoon (Mar-May)
Gazipur,Dhaka,5,May,1940.74,10.45,0.005387,2020,24.2,Pre-Monsoon (Mar-May)
Gopalganj,Dhaka,5,May,1602.77,9.93,0.006198,2020,23.0,Pre-Monsoon (Mar-May)
Habiganj,Sylhet,5,May,2857.81,13.81,0.004832,2020,32.0,Pre-Monsoon (Mar-May)
Jamalpur,Dhaka,5,May,2272.36,89.78,0.039508,2020,207.8,Pre-Monsoon (Mar-May)
Jessore,Khulna,5,May,2784.67,46.3,0.016628,2020,107.1,Pre-Monsoon (Mar-May)
Jhalokati,Barisal,5,May,807.93,30.49,0.037734,2020,70.6,Pre-Monsoon (Mar-May)
Jhenaidah,Khulna,5,May,2143.59,10.78,0.005027,2020,24.9,Pre-Monsoon (Mar-May)
Joypurhat,Rajshahi,5,May,1081.54,0.4,0.00037,2020,0.9,Pre-Monsoon (Mar-May)
Khagrachhari,Chittagong,5,May,3108.48,0.11,3.5e-05,2020,0.3,Pre-Monsoon (Mar-May)
Khulna,Khulna,5,May,3868.06,320.74,0.082921,2020,742.2,Pre-Monsoon (Mar-May)
Kishoreganj,Dhaka,5,May,2821.62,90.0,0.031898,2020,208.3,Pre-Monsoon (Mar-May)
Kurigram,Rangpur,5,May,2481.86,308.02,0.124107,2020,712.8,Pre-Monsoon (Mar-May)
Kushtia,Khulna,5,May,1830.28,87.68,0.047906,2020,202.9,Pre-Monsoon (Mar-May)
Lakshmipur,Chittagong,5,May,1573.07,287.22,0.182584,2020,664.7,Pre-Monsoon (Mar-May)
Lalmonirhat,Rangpur,5,May,1381.75,19.03,0.013775,2020,44.0,Pre-Monsoon (Mar-May)
Madaripur,Dhaka,5,May,1257.23,65.14,0.051812,2020,150.7,Pre-Monsoon (Mar-May)
Magura,Khulna,5,May,1143.98,10.5,0.00918,2020,24.3,Pre-Monsoon (Mar-May)
Manikganj,Dhaka,5,May,1531.92,169.17,0.110433,2020,391.5,Pre-Monsoon (Mar-May)
Maulvibazar,Sylhet,5,May,2819.05,58.47,0.020741,2020,135.3,Pre-Monsoon (Mar-May)
Meherpur,Khulna,5,May,732.79,1.54,0.002102,2020,3.6,Pre-Monsoon (Mar-May)
Munshiganj,Dhaka,5,May,1036.66,76.07,0.073383,2020,176.0,Pre-Monsoon (Mar-May)
Mymensingh,Dhaka,5,May,4784.19,21.97,0.004591,2020,50.8,Pre-Monsoon (Mar-May)
Naogaon,Rajshahi,5,May,3824.58,18.75,0.004903,2020,43.4,Pre-Monsoon (Mar-May)
Narail,Khulna,5,May,1072.86,21.67,0.020196,2020,50.1,Pre-Monsoon (Mar-May)
Narayanganj,Dhaka,5,May,832.16,39.5,0.047467,2020,91.4,Pre-Monsoon (Mar-May)
Narsingdi,Dhaka,5,May,1281.34,55.96,0.04367,2020,129.5,Pre-Monsoon (Mar-May)
Natore,Rajshahi,5,May,2101.7,16.91,0.008044,2020,39.1,Pre-Monsoon (Mar-May)
Nawabganj,Rajshahi,5,May,1804.38,53.34,0.029561,2020,123.4,Pre-Monsoon (Mar-May)
Netrakona,Dhaka,5,May,3089.39,33.84,0.010954,2020,78.3,Pre-Monsoon (Mar-May)
Nilphamari,Rangpur,5,May,1836.84,13.76,0.007492,2020,31.8,Pre-Monsoon (Mar-May)
Noakhali,Chittagong,5,May,2642.03,144.05,0.054522,2020,333.4,Pre-Monsoon (Mar-May)
Pabna,Rajshahi,5,May,2634.14,91.11,0.03459,2020,210.8,Pre-Monsoon (Mar-May)
Panchagarh,Rangpur,5,May,1548.93,3.22,0.002081,2020,7.5,Pre-Monsoon (Mar-May)
Patuakhali,Barisal,5,May,2730.09,211.09,0.077322,2020,488.5,Pre-Monsoon (Mar-May)
Pirojpur,Barisal,5,May,1365.69,88.22,0.064599,2020,204.2,Pre-Monsoon (Mar-May)
Rajbari,Dhaka,5,May,1249.73,110.56,0.088468,2020,255.9,Pre-Monsoon (Mar-May)
Rajshahi,Rajshahi,5,May,2664.72,101.91,0.038244,2020,235.8,Pre-Monsoon (Mar-May)
Rangamati,Chittagong,5,May,6226.79,200.47,0.032194,2020,463.9,Pre-Monsoon (Mar-May)
Rangpur,Rangpur,5,May,2572.65,9.98,0.003879,2020,23.1,Pre-Monsoon (Mar-May)
Satkhira,Khulna,5,May,3543.74,408.47,0.115266,2020,945.3,Pre-Monsoon (Mar-May)
Shariatpur,Dhaka,5,May,1362.06,135.91,0.099784,2020,314.5,Pre-Monsoon (Mar-May)
Sherpur,Dhaka,5,May,1455.19,1.72,0.001184,2020,4.0,Pre-Monsoon (Mar-May)
Sirajganj,Rajshahi,5,May,2755.65,281.8,0.102264,2020,652.1,Pre-Monsoon (Mar-May)
Sunamganj,Sylhet,5,May,4043.04,184.72,0.045689,2020,427.5,Pre-Monsoon (Mar-May)
Sylhet,Sylhet,5,May,3847.75,199.74,0.05191,2020,462.2,Pre-Monsoon (Mar-May)
Tangail,Dhaka,5,May,3707.07,79.82,0.021531,2020,184.7,Pre-Monsoon (Mar-May)
Thakurgaon,Rangpur,5,May,2008.93,0.65,0.000324,2020,1.5,Pre-Monsoon (Mar-May)
Bagerhat,Khulna,6,June,3965.62,295.14,0.074426,2020,683.0,Monsoon (Jun-Sep)
Bandarban,Chittagong,6,June,4999.9,4.44,0.000888,2020,10.3,Monsoon (Jun-Sep)
Barguna,Barisal,6,June,1547.28,185.88,0.120135,2020,430.2,Monsoon (Jun-Sep)
Barisal,Barisal,6,June,2767.25,428.42,0.154819,2020,991.4,Monsoon (Jun-Sep)
Bhola,Barisal,6,June,2471.67,536.61,0.217103,2020,1241.8,Monsoon (Jun-Sep)
Bogra,Rajshahi,6,June,3233.63,194.68,0.060204,2020,450.5,Monsoon (Jun-Sep)
Brahamanbaria,Chittagong,6,June,2104.07,256.21,0.121771,2020,592.9,Monsoon (Jun-Sep)
Chandpur,Chittagong,6,June,1864.17,260.45,0.139715,2020,602.7,Monsoon (Jun-Sep)
Chittagong,Chittagong,6,June,4736.22,86.15,0.018189,2020,199.4,Monsoon (Jun-Sep)
Chuadanga,Khulna,6,June,1233.0,7.61,0.006173,2020,17.6,Monsoon (Jun-Sep)
Comilla,Chittagong,6,June,3351.85,48.98,0.014612,2020,113.3,Monsoon (Jun-Sep)
Cox's Bazar,Chittagong,6,June,2206.6,134.78,0.061082,2020,311.9,Monsoon (Jun-Sep)
Dhaka,Dhaka,6,June,1611.18,45.51,0.028244,2020,105.3,Monsoon (Jun-Sep)
Dinajpur,Rangpur,6,June,3829.09,13.69,0.003576,2020,31.7,Monsoon (Jun-Sep)
Faridpur,Dhaka,6,June,2227.54,80.75,0.03625,2020,186.9,Monsoon (Jun-Sep)
Feni,Chittagong,6,June,960.78,2.57,0.002679,2020,5.9,Monsoon (Jun-Sep)
Gaibandha,Rangpur,6,June,2410.25,281.26,0.116694,2020,650.9,Monsoon (Jun-Sep)
Gazipur,Dhaka,6,June,1940.74,49.63,0.025573,2020,114.9,Monsoon (Jun-Sep)
Gopalganj,Dhaka,6,June,1602.77,18.45,0.01151,2020,42.7,Monsoon (Jun-Sep)
Habiganj,Sylhet,6,June,2857.81,354.03,0.123881,2020,819.3,Monsoon (Jun-Sep)
Jamalpur,Dhaka,6,June,2272.36,140.14,0.061672,2020,324.3,Monsoon (Jun-Sep)
Jessore,Khulna,6,June,2784.67,71.89,0.025817,2020,166.4,Monsoon (Jun-Sep)
Jhalokati,Barisal,6,June,807.93,39.53,0.048928,2020,91.5,Monsoon (Jun-Sep)
Jhenaidah,Khulna,6,June,2143.59,16.55,0.007721,2020,38.3,Monsoon (Jun-Sep)
Joypurhat,Rajshahi,6,June,1081.54,0.55,0.000509,2020,1.3,Monsoon (Jun-Sep)
Khagrachhari,Chittagong,6,June,3108.38,0.24,7.7e-05,2020,0.6,Monsoon (Jun-Sep)
Khulna,Khulna,6,June,3868.06,369.52,0.095532,2020,855.1,Monsoon (Jun-Sep)
Kishoreganj,Dhaka,6,June,2821.62,923.96,0.327456,2020,2138.2,Monsoon (Jun-Sep)
Kurigram,Rangpur,6,June,2481.86,432.83,0.174396,2020,1001.6,Monsoon (Jun-Sep)
Kushtia,Khulna,6,June,1830.28,103.45,0.056521,2020,239.4,Monsoon (Jun-Sep)
Lakshmipur,Chittagong,6,June,1572.95,219.89,0.139796,2020,508.9,Monsoon (Jun-Sep)
Lalmonirhat,Rangpur,6,June,1381.75,52.37,0.037901,2020,121.2,Monsoon (Jun-Sep)
Madaripur,Dhaka,6,June,1257.23,63.15,0.050232,2020,146.1,Monsoon (Jun-Sep)
Magura,Khulna,6,June,1143.98,22.68,0.019823,2020,52.5,Monsoon (Jun-Sep)
Manikganj,Dhaka,6,June,1531.92,113.61,0.074161,2020,262.9,Monsoon (Jun-Sep)
Maulvibazar,Sylhet,6,June,2819.05,184.97,0.065616,2020,428.1,Monsoon (Jun-Sep)
Meherpur,Khulna,6,June,732.79,2.06,0.002806,2020,4.8,Monsoon (Jun-Sep)
Munshiganj,Dhaka,6,June,1036.66,71.85,0.069312,2020,166.3,Monsoon (Jun-Sep)
Mymensingh,Dhaka,6,June,4784.19,116.33,0.024316,2020,269.2,Monsoon (Jun-Sep)
Naogaon,Rajshahi,6,June,3824.58,112.02,0.029289,2020,259.2,Monsoon (Jun-Sep)
Narail,Khulna,6,June,1072.86,27.7,0.025822,2020,64.1,Monsoon (Jun-Sep)
Narayanganj,Dhaka,6,June,832.16,47.35,0.056904,2020,109.6,Monsoon (Jun-Sep)
Narsingdi,Dhaka,6,June,1281.34,74.82,0.05839,2020,173.1,Monsoon (Jun-Sep)
Natore,Rajshahi,6,June,2101.7,112.73,0.053637,2020,260.9,Monsoon (Jun-Sep)
Nawabganj,Rajshahi,6,June,1804.38,75.66,0.041932,2020,175.1,Monsoon (Jun-Sep)
Netrakona,Dhaka,6,June,3089.39,726.8,0.235255,2020,1681.9,Monsoon (Jun-Sep)
Nilphamari,Rangpur,6,June,1836.84,28.75,0.015654,2020,66.5,Monsoon (Jun-Sep)
Noakhali,Chittagong,6,June,2641.77,177.97,0.067367,2020,411.9,Monsoon (Jun-Sep)
Pabna,Rajshahi,6,June,2634.14,138.78,0.052687,2020,321.2,Monsoon (Jun-Sep)
Panchagarh,Rangpur,6,June,1548.93,8.18,0.005281,2020,18.9,Monsoon (Jun-Sep)
Patuakhali,Barisal,6,June,2730.09,243.18,0.089075,2020,562.8,Monsoon (Jun-Sep)
Pirojpur,Barisal,6,June,1365.69,118.97,0.087111,2020,275.3,Monsoon (Jun-Sep)
Rajbari,Dhaka,6,June,1249.73,100.16,0.080148,2020,231.8,Monsoon (Jun-Sep)
Rajshahi,Rajshahi,6,June,2664.72,142.73,0.053563,2020,330.3,Monsoon (Jun-Sep)
Rangamati,Chittagong,6,June,6226.46,232.39,0.037322,2020,537.8,Monsoon (Jun-Sep)
Rangpur,Rangpur,6,June,2572.65,26.71,0.010382,2020,61.8,Monsoon (Jun-Sep)
Satkhira,Khulna,6,June,3543.74,481.96,0.136004,2020,1115.3,Monsoon (Jun-Sep)
Shariatpur,Dhaka,6,June,1362.06,142.71,0.104772,2020,330.3,Monsoon (Jun-Sep)
Sherpur,Dhaka,6,June,1455.19,30.08,0.020671,2020,69.6,Monsoon (Jun-Sep)
Sirajganj,Rajshahi,6,June,2755.65,400.96,0.145505,2020,927.9,Monsoon (Jun-Sep)
Sunamganj,Sylhet,6,June,4043.04,1706.19,0.422007,2020,3948.4,Monsoon (Jun-Sep)
Sylhet,Sylhet,6,June,3847.75,621.25,0.161459,2020,1437.7,Monsoon (Jun-Sep)
Tangail,Dhaka,6,June,3707.07,183.95,0.049622,2020,425.7,Monsoon (Jun-Sep)
Thakurgaon,Rangpur,6,June,2008.93,1.09,0.000543,2020,2.5,Monsoon (Jun-Sep)
Bagerhat,Khulna,7,July,3965.62,291.09,0.073403,2020,673.6,Monsoon (Jun-Sep)
Bandarban,Chittagong,7,July,5000.66,1.74,0.000347,2020,4.0,Monsoon (Jun-Sep)
Barguna,Barisal,7,July,1547.28,161.56,0.104413,2020,373.9,Monsoon (Jun-Sep)
Barisal,Barisal,7,July,2767.25,455.59,0.164637,2020,1054.3,Monsoon (Jun-Sep)
Bhola,Barisal,7,July,2471.69,682.98,0.276322,2020,1580.5,Monsoon (Jun-Sep)
Bogra,Rajshahi,7,July,3233.63,399.46,0.123531,2020,924.4,Monsoon (Jun-Sep)
Brahamanbaria,Chittagong,7,July,2104.07,622.88,0.296037,2020,1441.5,Monsoon (Jun-Sep)
Chandpur,Chittagong,7,July,1864.17,283.27,0.151957,2020,655.5,Monsoon (Jun-Sep)
Chittagong,Chittagong,7,July,4736.75,109.3,0.023075,2020,252.9,Monsoon (Jun-Sep)
Chuadanga,Khulna,7,July,1233.0,10.9,0.008838,2020,25.2,Monsoon (Jun-Sep)
Comilla,Chittagong,7,July,3351.85,83.6,0.024941,2020,193.5,Monsoon (Jun-Sep)
Cox's Bazar,Chittagong,7,July,2206.6,163.9,0.074276,2020,379.3,Monsoon (Jun-Sep)
Dhaka,Dhaka,7,July,1611.18,117.28,0.072794,2020,271.4,Monsoon (Jun-Sep)
Dinajpur,Rangpur,7,July,3829.09,78.92,0.020612,2020,182.6,Monsoon (Jun-Sep)
